,source,id,url,parent_url,cc_url,content_truncated,result,mention_number,result_text
40,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,5,"ain funding a school receives. it is targeted at pupils from disadvantaged backgrounds to ensure they benefit from the same opportunities as pupils from less deprived families. currently, the premium is worth £488 and goes to children who are currently on free school meals. children in care who have been looked after by local authorities for more than six months also continue to qualify for the pupil premium.
children’s minister sarah teather said:
for too long social background has been a deciding factor i"
41,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,6,"ent’s commitment to providing extra funding through the pupil premium is set to continue, with total funding due to rise to £2.5 billion a year by 2014-15.
the latest figures available show that:
only 55.9 per cent of 11-year-olds known to be eligible for free school meals (fsm) achieved the expected level in both english and mathematics compared with 77.2 per cent for non-fsm pupils
just 31.2 per cent of pupils eligible for fsm achieved five a*-c gcses or equivalent, including english and mathematics, comp"
42,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,7,"ieved five a*-c gcses or equivalent, including english and mathematics, compared with 58.8 per cent for pupils not eligible for fsm.
the department for education is also reminding schools and parents across england to make sure those children eligible for free school meals are registered as soon as possible so that schools receive the full funding they are entitled to.
the school census is on 19 january 2012. schools will be able to help parents to apply and their local authority will be able to say the las"
43,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,8,"ngland. it also suggests that families in the east midlands, south east and east of england may be less likely to register their children for fsm, even when they are entitled to them.
sarah teather added:
it is essential that children who are eligible for free school meals are registered. this will ensure that their school doesn’t miss out on this funding and the opportunities it brings to our poorest children. i therefore urge parents of eligible children to register as soon as possible.
up to £50m of the "
44,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,9,"disadvantaged pupils make the transition from primary to secondary school. further information about the summer school programme, including how schools can access funding, will be made available in the new year.
we know children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. current attainment data (2009-10) shows that at gcse 32.8 per cent of pupils who have been on free school meals in"
45,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",free school meals,10,"e been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. current attainment data (2009-10) shows that at gcse 32.8 per cent of pupils who have been on free school meals in the previous six years achieved five or more a*-c grades in gcse compared to 63.5 per cent.
dfe enquiries
central newsdesk - for journalists 020 7783 8300
general enquiries - for members of the public 0370 000 2288
share this page
the "
46,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,1,"’s pupil premium will extend to cover 1.77 million disadvantaged children
pupil premium
over half a million additional children will also qualify for the premium as the government has extended its reach to cover any child that has been registered for free school meals (fsm) in the past six years. for 2012-13, the premium will be worth £1.25 billion in total.
children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who"
47,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,2,"for the premium as the government has extended its reach to cover any child that has been registered for free school meals (fsm) in the past six years. for 2012-13, the premium will be worth £1.25 billion in total.
children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. in 2009-10 gcse statistics showed that around a third of pupils who have been on free school meals in the previous six "
48,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,3," who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. in 2009-10 gcse statistics showed that around a third of pupils who have been on free school meals in the previous six years achieved five or more a*- c grades, compared to more than two thirds of their fellow pupils. pupils at secondary school are also less likely to be registered for free school meals even when they are eligible and so ar"
49,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,4,"at around a third of pupils who have been on free school meals in the previous six years achieved five or more a*- c grades, compared to more than two thirds of their fellow pupils. pupils at secondary school are also less likely to be registered for free school meals even when they are eligible and so are more likely to be picked up by this approach.
the pupil premium provides additional funding on top of the main funding a school receives. it is targeted at pupils from disadvantaged backgrounds to ensure "
50,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,5,"unding a school receives. it is targeted at pupils from disadvantaged backgrounds to ensure they benefit from the same opportunities as pupils from less deprived families. currently, the premium is worth £488 and goes to children who are currently on free school meals. children in care who have been looked after by local authorities for more than six months also continue to qualify for the pupil premium.
children’s minister sarah teather said:
for too long social background has been a deciding factor in a c"
51,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,6," commitment to providing extra funding through the pupil premium is set to continue, with total funding due to rise to £2.5 billion a year by 2014-15.
the latest figures available show that:
only 55.9 per cent of 11-year-olds known to be eligible for free school meals (fsm) achieved the expected level in both english and mathematics compared with 77.2 per cent for non-fsm pupils
just 31.2 per cent of pupils eligible for fsm achieved five a*-c gcses or equivalent, including english and mathematics, compared "
52,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,7," five a*-c gcses or equivalent, including english and mathematics, compared with 58.8 per cent for pupils not eligible for fsm.
the department for education is also reminding schools and parents across england to make sure those children eligible for free school meals are registered as soon as possible so that schools receive the full funding they are entitled to.
the school census is on 19 january 2012. schools will be able to help parents to apply and their local authority will be able to say the last dat"
53,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,8,"d. it also suggests that families in the east midlands, south east and east of england may be less likely to register their children for fsm, even when they are entitled to them.
sarah teather added:
it is essential that children who are eligible for free school meals are registered. this will ensure that their school doesn’t miss out on this funding and the opportunities it brings to our poorest children. i therefore urge parents of eligible children to register as soon as possible.
up to £50m of the £1.25"
54,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,9,"vantaged pupils make the transition from primary to secondary school. further information about the summer school programme, including how schools can access funding, will be made available in the new year.
we know children who have been eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. current attainment data (2009-10) shows that at gcse 32.8 per cent of pupils who have been on free school meals in the "
55,df_selected_urls_2024_p1,1581,https://www.gov.uk/government/news/disadvantaged-school-children-to-benefit-from-125-billion-funding-from-april-2012,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00530.warc.wet.gz,"disadvantaged school children to benefit from £1.25 billion funding from april 2012 - gov.uk
cookies",School meals,10,"n eligible for free school meals at any point in their school career have consistently lower educational attainment than those who have never been eligible. current attainment data (2009-10) shows that at gcse 32.8 per cent of pupils who have been on free school meals in the previous six years achieved five or more a*-c grades in gcse compared to 63.5 per cent.
dfe enquiries
central newsdesk - for journalists 020 7783 8300
general enquiries - for members of the public 0370 000 2288
share this page
the follo"
56,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",free school meals,1,"dren’s minister sarah teather said:
we are extending the amount that even more of our children from low-income families will get through the pupil premium. from april next year schools will be allocated an extra £600 a year for every child who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in c"
57,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",free school meals,2,"ry child who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in care achieved the expected level in english and maths by the end of the primary school but 78 per cent of their peers do so.
the information in the tables on low attaining pupils’ progress meets the government’s commitment in the gr"
58,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",School meals,1,"s minister sarah teather said:
we are extending the amount that even more of our children from low-income families will get through the pupil premium. from april next year schools will be allocated an extra £600 a year for every child who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in care a"
59,df_selected_urls_2024_p1,1591,https://www.gov.uk/government/news/primary-schools-test-results-released--2,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474641.34/wet/CC-MAIN-20240225171204-20240225201204-00844.warc.wet.gz,"primary schools’ test results released - gov.uk
cookies on gov.uk
we use some essential cookies to m",School meals,2,"ild who has been on free school meals at some point in the last six years to raise their attainment and help them catch up those from wealthier backgrounds.
the chasm between the attainment of rich and poor must be closed - 58 per cent of children on free school meals or in care achieved the expected level in english and maths by the end of the primary school but 78 per cent of their peers do so.
the information in the tables on low attaining pupils’ progress meets the government’s commitment in the green p"
60,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",free school meals,1,"t is the highest proportion since summer 2005 when 60% of pupils took a language gcse.
and the figures show that the ebacc has had an especially positive impact on poorer pupils.
in 2010, just 10% of pupils in schools with a high proportion of children on free school meals were taking a combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low"
61,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",free school meals,2,"ng a combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low proportion of students on free school meals is 54%.
education minister elizabeth truss said:
the ebacc has not just arrested the decline in students studying academic subjects - it has spectacularly reversed it.
it is great news that more students are studying important subjects th"
62,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",free school meals,3," secondary schools in england. it was carried out in june and july 2012. the survey was administered to a representative sample of 1,620 state-maintained mainstream secondary schools (by region, establishment type and the proportion of pupils eligible for free school meals). there was a response rate of 38%, with 618 schools taking part (which maintained a representative sample).
the figures compare gcse entry data (historically) with survey estimates of gcse subject choice. pupils who choose particular sub"
63,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",School meals,1,"the highest proportion since summer 2005 when 60% of pupils took a language gcse.
and the figures show that the ebacc has had an especially positive impact on poorer pupils.
in 2010, just 10% of pupils in schools with a high proportion of children on free school meals were taking a combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low prop"
64,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",School meals,2,"combination of subjects that could have led to the ebacc.
but 41% of pupils in these schools started studying the set of key subjects from this september - a 310% increase.
the rise over the same period in schools with a low proportion of students on free school meals is 54%.
education minister elizabeth truss said:
the ebacc has not just arrested the decline in students studying academic subjects - it has spectacularly reversed it.
it is great news that more students are studying important subjects that wi"
65,df_selected_urls_2024_p1,1596,https://www.gov.uk/government/news/twice-as-many-students-now-taking-key-academic-subjects-thanks-to-the-ebacc,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00091.warc.wet.gz,"twice as many students now taking key academic subjects thanks to the ebacc - gov.uk
cookies on gov.",School meals,3,"ndary schools in england. it was carried out in june and july 2012. the survey was administered to a representative sample of 1,620 state-maintained mainstream secondary schools (by region, establishment type and the proportion of pupils eligible for free school meals). there was a response rate of 38%, with 618 schools taking part (which maintained a representative sample).
the figures compare gcse entry data (historically) with survey estimates of gcse subject choice. pupils who choose particular subjects"
66,df_selected_urls_2024_p1,1597,https://www.gov.uk/government/news/schools-sure-start-and-16-to-19-will-be-protected-in-government-savings,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00139.warc.wet.gz,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
",Sure Start,1,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
we use some essential cookies to make this website work.
we’d like to set additional cookies to understand how you use gov.uk, remember your settings and improve gov"
67,df_selected_urls_2024_p1,1597,https://www.gov.uk/government/news/schools-sure-start-and-16-to-19-will-be-protected-in-government-savings,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00139.warc.wet.gz,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
",Sure Start,2,"st of living
find out about the energy bills support scheme
find a job
universal credit account: sign in
check your national insurance record
check mot history of a vehicle
home
education, training and skills
school and academy funding
news story
schools, sure start and 16 to 19 will be protected in government savings
information on the government's intention to protect spending for schools, sure start and 16 to 19 education in the year 2010 to 2011.
from:
department for education
published
24 may 2010
this"
68,df_selected_urls_2024_p1,1597,https://www.gov.uk/government/news/schools-sure-start-and-16-to-19-will-be-protected-in-government-savings,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00139.warc.wet.gz,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
",Sure Start,3,"rd
check mot history of a vehicle
home
education, training and skills
school and academy funding
news story
schools, sure start and 16 to 19 will be protected in government savings
information on the government's intention to protect spending for schools, sure start and 16 to 19 education in the year 2010 to 2011.
from:
department for education
published
24 may 2010
this was published under the 2010 to 2015 conservative and liberal democrat coalition government
the government today announced that spending o"
69,df_selected_urls_2024_p1,1597,https://www.gov.uk/government/news/schools-sure-start-and-16-to-19-will-be-protected-in-government-savings,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00139.warc.wet.gz,"schools, sure start and 16 to 19 will be protected in government savings - gov.uk
cookies on gov.uk
",Sure Start,4,"and 16 to 19 education in the year 2010 to 2011.
from:
department for education
published
24 may 2010
this was published under the 2010 to 2015 conservative and liberal democrat coalition government
the government today announced that spending on schools, sure start and 16 to19 education will be protected in the year 2010 to 2011 - with £670 million of in-year savings to help tackle the £156 billion deficit.
further details of the savings can be found on the hm treasury website.
dfe enquiries
central newsde"
70,df_selected_urls_2024_p1,1598,https://www.gov.uk/government/news/schools-get-more-freedom-to-manage-teacher-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00149.warc.wet.gz,"schools get more freedom to manage teacher performance - gov.uk
cookies on gov.uk
we use some essent",free school meals,1,"artment’s website.
old ford primary school in tower hamlets, london, focused on teaching and transformed standards in every classroom. the school had suffered from ten years of poor results. a large school by primary standards, the proportion of pupils on free school meals is very high, with a majority speaking english as an additional language. in 2001, ofsted judged the school to have serious weaknesses.
new head teacher amanda philips took a rigorous approach. in her first week amanda, with two senior lo"
71,df_selected_urls_2024_p1,1598,https://www.gov.uk/government/news/schools-get-more-freedom-to-manage-teacher-performance,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00149.warc.wet.gz,"schools get more freedom to manage teacher performance - gov.uk
cookies on gov.uk
we use some essent",School meals,1,"nt’s website.
old ford primary school in tower hamlets, london, focused on teaching and transformed standards in every classroom. the school had suffered from ten years of poor results. a large school by primary standards, the proportion of pupils on free school meals is very high, with a majority speaking english as an additional language. in 2001, ofsted judged the school to have serious weaknesses.
new head teacher amanda philips took a rigorous approach. in her first week amanda, with two senior local a"
72,df_selected_urls_2024_p1,1606,https://www.gov.uk/government/news/nick-gibb-comments-on-the-english-baccalaureate,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00350.warc.wet.gz,"nick gibb comments on the english baccalaureate - gov.uk
cookies on gov.uk
we use some essential coo",free school meals,1,"tudy or to rewarding employment. it cannot be right that children from the poorest backgrounds are significantly less likely to have the opportunity to take gcses in these subjects than children from more advantaged areas. just 8% of children eligible for free school meals were entered for the e-bacc subjects next last year compared to 22% overall.
closing the attainment gap between children from wealthier and poorer backgrounds is a key objective of the government and the e-bacc measure plays an important "
73,df_selected_urls_2024_p1,1606,https://www.gov.uk/government/news/nick-gibb-comments-on-the-english-baccalaureate,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00350.warc.wet.gz,"nick gibb comments on the english baccalaureate - gov.uk
cookies on gov.uk
we use some essential coo",School meals,1,"or to rewarding employment. it cannot be right that children from the poorest backgrounds are significantly less likely to have the opportunity to take gcses in these subjects than children from more advantaged areas. just 8% of children eligible for free school meals were entered for the e-bacc subjects next last year compared to 22% overall.
closing the attainment gap between children from wealthier and poorer backgrounds is a key objective of the government and the e-bacc measure plays an important part "
74,df_selected_urls_2024_p1,1617,https://www.gov.uk/government/news/sen-children-make-big-step-forward-in-english-and-maths-according-to-new-report,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00713.warc.wet.gz,"sen children make big step forward in english and maths according to new report - gov.uk
cookies on ",free school meals,1,"nships with parents rising from 12 per cent to 48 per cent.
90 per cent of schools have put achievement for all in their school plan, and nearly all said they will continue with regular conversations with parents.
for children with complex needs, those on free school meals (fsm) and those with english as an additional language (eal), progress was good but slower than their peers.
children’s minister sarah teather said:
it’s fantastic to see that achievement for all has had such impressive results. this show"
75,df_selected_urls_2024_p1,1617,https://www.gov.uk/government/news/sen-children-make-big-step-forward-in-english-and-maths-according-to-new-report,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474643.29/wet/CC-MAIN-20240225203035-20240225233035-00713.warc.wet.gz,"sen children make big step forward in english and maths according to new report - gov.uk
cookies on ",School meals,1,"s with parents rising from 12 per cent to 48 per cent.
90 per cent of schools have put achievement for all in their school plan, and nearly all said they will continue with regular conversations with parents.
for children with complex needs, those on free school meals (fsm) and those with english as an additional language (eal), progress was good but slower than their peers.
children’s minister sarah teather said:
it’s fantastic to see that achievement for all has had such impressive results. this shows jus"
76,df_selected_urls_2024_p1,1762,https://www.gov.uk/government/news/largest-european-military-exercise-underway,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474663.47/wet/CC-MAIN-20240226194006-20240226224006-00433.warc.wet.gz,"huge military exercise underway - gov.uk
cookies on gov.uk
we use some essential cookies to make thi",tax-free childcare,1,"g part.
share this page
the following links open in a new tab
share on facebook (opens in new tab)
share on twitter (opens in new tab)
published 16 april 2013
related content
cabinet office permanent secretaries’ meetings with external organisations, 2012
tax-free childcare: ssac response to a request for views
call for views and evidence - review of representative action provisions, section 189 data protection act 2018
explore the topic
armed forces support for activities in the uk
emergency preparation, r"
77,df_selected_urls_2024_p1,1876,https://www.gov.uk/government/news/more-help-with-childcare-costs-for-working-families-announced,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00550.warc.wet.gz,"more help with childcare costs for working families announced - gov.uk
cookies on gov.uk
we use some",tax-free childcare,1," minister's office and the rt hon nick clegg
published
19 march 2013
this was published under the 2010 to 2015 conservative and liberal democrat coalition government
visiting a london nursery, the prime minister and deputy prime minister discussed the new tax-free childcare scheme with local parents.
once fully up and running, the scheme will be worth up to £1,200 per child, and will save a typical working family with two children under 12 up to £2,400 a year.
it will be phased in from autumn 2015 and will "
78,df_selected_urls_2024_p1,1876,https://www.gov.uk/government/news/more-help-with-childcare-costs-for-working-families-announced,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00550.warc.wet.gz,"more help with childcare costs for working families announced - gov.uk
cookies on gov.uk
we use some",tax-free childcare,2,"r nick clegg said:
i want to help every family to get on in life. already we have created a million private sector jobs, put money back in people’s pockets by cutting income tax, and extended free childcare entitlements for pre-school children.
delivering tax-free childcare is the next step to ensuring all families can work and get on. the rising cost of childcare is one of the biggest challenges parents face and it means many mums and dads simply can’t afford to work. this not only hurts them financially, "
79,df_selected_urls_2024_p1,1876,https://www.gov.uk/government/news/more-help-with-childcare-costs-for-working-families-announced,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00550.warc.wet.gz,"more help with childcare costs for working families announced - gov.uk
cookies on gov.uk
we use some",tax-free childcare,3,"antly worrying about how to juggle their family budget. and extending support for working families on universal credit will make sure it is worth working extra hours even if you’re on low wages.
the government will shortly consult on the detail of the new tax-free childcare scheme, including on how employers could continue to play a role in supporting their employees with childcare costs within the new system.
full detail on the new scheme is available from hm treasury.
share this page
the following links o"
